"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Somalia, Fed. Rep.","SOM","GDP (current US$)","NY.GDP.MKTP.CD","180459936.776025","191659914.376034","203531927.547229","216145935.941626","229529912.668035","243725898.029641","257375897.049641","271781886.807245","286719885.312046","306357284.571429","347985394.285714","347039445.705569","447883941.190165","483699610.602563","572504035.901509","757015878.792693","871344245.115171","498550724.637681","564571823.20442","589566929.133858","602515548.452104","699302473.050095","774578931.96392","735408641.768548","787434541.728857","875702247.191011","916590786.326105","1018972664.4638","1051596967.1287","1181360843.93549","1031282081.16683","717974929.763158","709297578.5","1260132955.78746","1481205097.98113","1534756134.55022","1792234297.39194","2191749013.58124","2962047564.41651","3045751527.66005","3412797450.20112","2252847464.68608","2192684134.59273","2836724351.5616","3859592813.10255","4683246454.10048","5026743282.04251","5430713728.89074","5913620292.90573","2948594552.44952","2687807003.73935","2906000096.93249","4364670159.99578","5062881600.00104","5728399719.99958","6152149099.99942","6613743069.99912","7621501710.0012","7873000000","8656000000","8628000000","9483000000","10203000000","10958000000","11967000000","",
"Serbia","SRB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17921892655.3672","23277430167.5978","27153408994.8074","21004077441.4802","20878694850.5767","7326373882.11044","13599378661.9952","17930583571.3055","23593044417.5086","26845632341.8075","28334256180.8801","33298057361.7412","44888028946.0854","54220641201.6474","46955984409.7271","43536629233.1424","51251098408.0924","45103269969.4112","50455529604.0696","49114321280.3466","41297410634.9586","42225495909.5633","45972834713.8077","52787520248.9242","53864693664.5568","55874017668.998","66159884072.5308","66809895701.2152","81343999280.0179","90097765959.1114","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (current US$)","NY.GDP.MKTP.CD","34318581554.5825","35775152382.1851","38743773907.0813","44252709650.7441","43834461490.6896","48308630395.0889","52377020048.4815","52285172402.5817","55967306233.5136","63402019319.4765","70861621389.9775","72751099713.7149","82091677366.153","105089589307.761","133952983378.261","147548370828.576","159630685143.871","175173038310.068","196493025593.933","232170668171.039","292958117852.207","397377260074.552","368485556389.439","329001992004.169","293476584886.74","278370318090.919","259860678475.735","291516844626.973","307146992487.513","312233096692.86","366869004676.562","392433758461.799","354644522439.247","360284872802.794","370569432423.275","472705710256.858","528259992823.415","555912457054.065","558196701845.345","396097900741.092","419895964737.483","402042476808.84","440920665484.332","556578144172.593","691866842946.747","823668736698.489","972568420377.406","1124500296270.51","1272983700051.33","1208670461443.79","1438701031163.17","1617944194300.6","1672895604039.55","1776507851555.87","1845908277175.78","1624488271641.54","1461851860219.92","1594086359396","1713673886322.74","1952007800638.78","1802332899886.09","2030237669873.33","2167458359012.26","1979535952437.49","1827170966475.93","",
"South Sudan","SSD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14586253383.0632","12231264525.0671","14602072410.9506","14907308932.7534","11931472169.4915","18426469016.9492","13962212847.4576","11997800760.2242","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP (current US$)","NY.GDP.MKTP.CD","35992821734.5306","37521652879.664","40553510689.9697","46127211026.2209","45891005945.7252","50543636348.1424","54780137858.9382","54842900794.1516","58686298467.8433","66258274672.141","73998855803.6159","76078810558.0095","85727757471.5518","109279758227.601","138641757472.571","152220676931.201","164674481161.533","180959309200.527","202653018739.213","238924186293.265","300099132923.764","404964037903.535","376485492802.867","337927843621.059","301936206027.115","288309829782.491","270239968939.1","302632023546.226","318689570071.268","324390129475.55","379792150457.814","406697201565.697","365899311503.049","369858486527.505","378181617912.501","481078758906.208","537529901697.435","565282701495.442","566816017701.65","404651773356.155","428788505804.802","410936270042.78","449500894158.767","565919936760.318","702843204651.659","836993712579.377","988873289522.059","1145239979455.74","1301030210080.85","1241958752180.26","1469616438039.84","1650955876097.19","1717295733292.83","1825489288568.26","1902908083279.38","1688024093175.49","1531896244777.67","1672127811803.69","1798796101321.48","2045711007848.14","1902392262699.06","2140795804040","2292617010267","2117597425394.65","1979078503991.37","",
"Small states","SST","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","4890889496.96034","5468619820.37255","6351288900.72299","7975691955.17513","12697499906.2905","13756779384.6945","15045613015.0093","18115910570.48","20865461498.785","26701110584.4908","37297800330.139","37080220827.7548","37651257006.2404","35757123310.337","36203727886.2459","35762826951.8669","33618097085.1792","38725831003.4827","41025318187.7448","41503137701.7546","47935378887.4125","50019032461.1219","53255036349.1124","51480858164.92","55018329444.2459","63080936166.0932","65815856152.0208","69056214799.1137","70249508111.482","74261596905.1335","76518051457.6032","77518242612.0485","83414441022.0863","99643830272.9925","115416643927.911","129916963352.679","145908217635.493","171435251383.783","189079229226.136","161751590927.921","172475687383.485","193342538945.381","194403769997.088","201575895178.586","208778333966.54","193084726298.623","195788612860.018","213265208434.292","230122099257.831","231340439109.049","208801767982.779","244179271151.622","270716089069.618","287374900231.333","310642066645.912","",
"Sao Tome and Principe","STP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","37211826.0869565","37288845.210287","41430256.8067496","56011244.7398414","57817591.4570048","60101709.8452627","52039421.1975774","49207692.3210324","55044562.8014217","65755928.1359723","81662231.0329968","83499263.5007481","80307762.6236105","75110289.1832665","78213795.9250336","82733069.4418031","115928906.745482","115952925.468271","99000764.3902251","98545367.0431211","119297932.757045","107484142.71556","94861780.6228352","125742228.756741","131338414.584209","103695236.781001","135188165.74708","91920274.2401657","72285403.8423458","77302211.9248351","76198394.8202671","75951133.3777948","85171073.8777498","102085769.123419","114582283.916382","136450662.390592","142775104.081626","149146918.888611","188021165.00338","200668065.03175","190021192.489536","226455001.243083","225815131.929273","267041747.584354","293119143.246825","259999643.047388","292267272.196925","322002845.229335","383717327.830508","412976082.620705","471229484.607144","524402455.54816","540809499.189348","690456806.696406","822154621.088897","",
"Suriname","SUR","GDP (current US$)","NY.GDP.MKTP.CD","99650000","107700000","116150000","125950000","134400000","154150000","190350000","220700000","241350000","259650000","274900000","301000000","311950000","339450000","409850000","465500000","505500000","641500000","735500000","782500000","795000000","889000000","915000000","883500000","864000000","873000000","891000000","980000000","1161000000","542600000","388400000","448100000","404600000","428764705.882353","605492537.313433","691590497.737557","861372806.2082","926422500","1110850000","886290697.674419","947671969.69697","834279357.798165","1093574468.08511","1274190311.41869","1484092538.40527","1793410397.38738","2626380435.17877","2936612021.85792","3532969034.60838","3875409836.06557","4368370997.92126","4422276621.78703","4980000000","5145757575.75758","5240606060.60606","5126237646.22072","3317421648.09918","3591679430.99988","3996198866.57453","4016040575.08796","2911807496.20227","3107923197.96954","3791603200.0259","3472693412.08497","4416775112.09627","",
"Slovak Republic","SVK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12915046978.1615","14459924588.948","15699327209.2121","16737973764.3476","20428139755.6056","26180022222.2222","28197790874.5247","27844628979.2682","29976207629.4888","30496272225.1337","29215726004.7765","30726659550.9717","35243658398.7546","46616149116.7411","57215475076.2986","62547753148.4638","70751813442.9881","86587749517.9724","100830060552.902","89342984697.5246","91112160800.7668","99705104723.4341","94724394278.052","99134277850.3418","101713075598.862","89178548717.3324","90347173228.6356","95978130734.9766","106611673364.837","105843498304.094","107732602896.441","120511265913.343","115792972358.209","133578518423.544","140934076532.375","",
"Slovenia","SVN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19832029087.1272","14454495058.907","14277261540.7456","14449298371.7879","16400767069.6294","21367422159.3207","21470699362.6062","20726878751.5006","22058635314.4836","22609669083.7179","20159190701.6789","20668868706.8115","23214593516.2095","29360575031.8177","34156553313.4031","35947936823.7781","39260368837.0342","47880266542.577","55509332322.3578","49975540954.8465","47793117240.9001","51199194599.3094","46167053954.3367","47867056858.8892","49514466379.6057","42709468274.8137","44290685824.0682","48153200134.6613","53689067639.9176","53909922735.545","53384760135.1581","61540813361.8556","59899117741.0022","69255264238.3855","72972015197.3859","",
"Sweden","SWE","GDP (current US$)","NY.GDP.MKTP.CD","15930075466.8898","17329620584.6147","18794066990.0612","20342131881.5074","22685490195.3119","24963947414.6983","27154716721.2854","29474881505.9928","31277871668.8452","33967301561.0634","38037226668.2131","41506151114.9262","48883173399.9664","59318842992.2378","65917634590.2599","82765232647.753","89232517045.8459","94331782622.2778","104290933495.629","123207527699.377","141886067003.972","129498921475.688","114214731798.937","104862109663.367","109043045407.287","113958084357.094","150279869728.789","182744315973.756","206686590775.558","217632340194.512","261466577008.853","273831464572.137","283908914454.48","212644602615.823","228699066874.028","267050453506.792","291949597375.485","268249616890.856","270887306758.576","274318357862.122","262903560280.282","242497797484.776","267371907446.776","334072443515.576","384545442175.019","391688455928.597","422528394459.353","490047789548.441","514614100832.941","434311714442.499","492750897239.447","570538581144.45","549739674655.127","584125353119.18","577727767303.596","501602351911.6","513058312950.939","535172356784.769","549649344043.182","530894124494.418","544265668451.678","631693331300.776","575071237640.921","578990915246.07","603715224265.798","",
"Eswatini","SWZ","GDP (current US$)","NY.GDP.MKTP.CD","35076845.9692616","43026042.7895829","45927961.6288154","54129438.3482247","64980554.0077784","70279971.8880112","76859969.2560123","74759970.096012","79799968.0800128","105419957.832017","112139955.144018","136462080.739132","146736479.235097","221915127.550763","264320940.959002","288299788.508035","272550068.137517","304060076.015019","340630085.157521","412093133.760988","541976852.577057","570774824.830585","537568059.413381","555336145.767884","494483408.878468","360079419.385958","449140318.385038","584126092.258819","692026454.737872","696921542.378265","1114694040.66987","1156135717.94598","1284759927.54594","1357189551.68431","1419294254.4183","1698989463.99106","1602741833.70552","1716714070.12471","1576908856.34674","1547888495.98428","1697161557.89452","1502870485.88122","1393945030.65105","2149632433.27703","2710331785.24986","3097946371.06311","3215307900.74767","3391122887.17476","3235921170.5095","3525213502.43118","4360714358.88708","4722912047.32265","4747813067.26006","4463396204.01995","4285065665.03168","3908217914.21824","3722306116.72872","4462640651.49219","4643751059.28203","4617018958.69086","4134677809.50096","4807069277.20114","4746660273.50829","4621191261.84214","4858885840.77236","",
"Sint Maarten (Dutch part)","SXM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854972067.039106","892290502.793296","936089385.47486","985865921.787709","1022905027.93296","1361811508.37989","1417888715.0838","1427017206.70391","1353212122.90503","1259200446.92737","1407880446.92737","1236428100.55866","1353071061.45251","1592564639.32961","1686525953.05006","1797836665.95136","",
"Seychelles","SYC","GDP (current US$)","NY.GDP.MKTP.CD","12012024.6246505","11592023.7636487","12642025.9161531","13923028.5422085","15393031.5557147","15603031.9862156","16443033.7082191","16632032.1339974","16074027.6473276","16452028.2974887","18432031.7030945","21965950.7711142","30645122.9204727","36896280.4764104","43134496.1645367","47803145.9480985","49278981.7550701","64526401.4638544","85552365.8005137","127261099.223864","156783829.504298","163750728.155916","157211789.714587","156098237.022585","160992920.960262","179691482.72165","221147061.290068","265212956.838633","301985618.085556","324333366.514829","392163560.868669","398307169.860405","461409398.855893","504230620.551871","517570058.151034","540733047.733048","535250347.089479","598966982.350186","647287375.762528","662838614.880674","654212394.27164","662064155.920692","742134837.50919","750847230.099263","893012218.181818","977899381.818182","1081441283.31798","1077308813.82945","979597394.293453","850901620.433301","981616542.328454","1058918707.26124","1089407839.19709","1333160407.38516","1387577870.08161","1432403352.12944","1568513348.14463","1675370641.01416","1784313926.76807","1868690096.73454","1382551751.56908","1487173794.80528","2018346588.73752","2187379754.66167","2167239562.46013","",
"Syrian Arab Republic","SYR","GDP (current US$)","NY.GDP.MKTP.CD","857704413.407821","945244972.067039","1110565880.75881","1200447408.37696","1339494267.01571","1472036540.13329","1342287553.19149","1580229799.42693","1753746429.62092","2245011514.55676","2140384010.0724","2589851325.14544","3059681697.61273","3239487516.42576","5159557147.50895","6826980444.14982","7633528866.93424","7696011396.0114","9275200458.19015","9929681528.66242","13062420382.1656","15518201335.3151","16298929011.4681","17589277143.1314","17503078174.0039","16403539892.7783","13293205278.2803","11356215543.3043","10577041644.9944","9853395761.63227","12308624417.8268","12981833333.3333","13253565861.1424","13695962055.4771","10122020000","11396706586.8263","13789560878.2435","14505233463.035","15200846153.8462","15873875968.9922","18937052543.4373","20237024724.7039","20669357462.3831","21828144686.0394","25086950495.0495","28858965517.2414","33751788856.305","40465318382.0585","52557913568.9549","54111735628.7065","61390830874.7007","67539428159.4474","43190318032.5627","21361254635.051","21502061465.9498","16466863117.0009","12597854877.4254","16369843352.3453","21497782867.6426","22583045060.0821","12047752036.091","14353205678.4991","23622827079.5047","","","",
"Turks and Caicos Islands","TCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358744800","366707900","409753600","485598800","578645800","721891500","773490000","862684000","703176000","686788000","842941000","832848000","863328000","956605000","1078274000","1202078000","1197958000","1314329000","1371838000","918387000","1236459000","1434119000","1638653000","1745378000","",
"Chad","TCD","GDP (current US$)","NY.GDP.MKTP.CD","313582728.147574","333975336.110722","357635713.41932","371767002.194886","392247517.728482","416926303.316872","432794921.680489","449826322.613453","453980096.208711","471635621.561599","469266736.650677","501866730.148987","585427546.798272","647199482.982537","652532795.084805","864602104.679653","866044962.016274","935360464.701341","1113920123.76723","1004316496.35051","1033002403.85304","876937558.273757","834369859.663018","832415806.010064","919103734.876996","1033069709.3319","1067828245.86207","1163426852.20442","1482597297.98821","1433686312.02914","1738605557.76313","1877137981.75712","1881847669.69794","1463251163.9188","1179837963.22213","1445919894.57661","1607345355.78298","1544689576.92712","1744794531.21401","1534673583.2487","1388506771.58756","1710843377.00119","1997005708.81576","2742815071.5744","4422855660.82592","8655892392.92919","9709626596.13031","10865385131.5172","13385593990.3378","12317614053.6841","14058506663.7252","16685349673.9957","17892228569.8861","17865316886.3315","18144336903.7175","14559599499.5011","13026289835.7789","13349041408.7152","15327000248.8701","14905517742.8454","14932897821.2387","16871937697.5854","17828508289.6049","18340233748.8805","19518819751.283","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP (current US$)","NY.GDP.MKTP.CD","80803222392.886","71174424446.8865","64922599309.2547","70216443534.9572","81101169480.9705","94498004640.0974","103377065683.287","100371950314.405","101476791156.08","114101000754.857","127052297158.08","136440829735.232","155359237838.582","195413149940.391","221440713584.624","248519521080.329","252686739157.612","291229976122.31","282630837737.006","327249769951.168","377549806578.642","403129803803.167","423407966724.839","443371246698.137","480403927228.946","526032437680.959","524621676243.052","518488360539.102","575525093193.548","622193930069.762","666725912038.334","723904575173.197","812130263840.671","891466245843.003","1073279171690.89","1324237119507.35","1521371528098.09","1574968030449.8","1439654527490.28","1585945646801.91","1746600304168.03","1860776095129.08","2061454246187.87","2335145056810.17","2709157341014.45","3136374977327.23","3778751294371.62","4781270693838.8","6054648571433.55","6573327283810.49","7998796323270.31","9762256276676.59","10891968350841.7","12032711129058.2","12988712786591.7","13532272043462.5","13827151057380.2","15097056837158.2","16881316789674.4","17481715455963.4","17783207218899.1","21205187136185.7","21537214774462.6","21617676926854.5","22233362919728.4","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","991141939410.738","964170299100.99","1023345711170.5","1001720940076.18","928555990308.003","919179489611.002","828927139977.533","991380447495.647","1021239770710.95","1056341129246.72","949935181537.205","824131383383.309","896291493004.493","911679939950.971","1024829473187.33","1261017408610.72","1631372379671.26","2042987028459.11","2471273605657.68","3179127986623.93","3936159309738.01","3121801768478.67","3667835476746.74","4461210535265.99","4656388146308.07","4924806846375.52","4653015277488.18","3633660246044.52","3492088089759.5","3927649813354.44","4098990245510.03","4184533628660.37","3924139091384.84","4637763943320.14","5264484546456.79","5562782514647.52","6131674441421.64","",
"Togo","TGO","GDP (current US$)","NY.GDP.MKTP.CD","171057069.137772","178497098.264275","186745757.859216","202305865.235908","234572186.455851","264505506.022433","305227594.821437","327215843.636336","341691567.465593","378091809.602636","358665753.909298","404648367.76644","474043921.843537","574030983.980053","791450308.362944","871781686.907321","874681611.928369","1097893825.98815","1164025637.26464","1259365711.53521","1604836915.96662","1359026709.45126","1160337039.38068","1081387264.60786","1014170069.21689","1076604520.42427","1498219578.86978","1763978065.8368","1947208354.22555","1910635575.38044","2299665505.61434","2262767860.10937","2390796915.91958","1741944426.20894","1387662121.46736","1849110468.19569","2069506014.46659","2116818622.95834","2241650112.33333","2226577203.91399","2106848752.27753","2093498674.49678","2410199032.43102","2987984050.99318","3191561508.69088","3221910408.46516","3320907721.74508","3759962853.26476","4578847112.70688","4721888275.26937","4746386893.22553","5422439152.10906","5413541649.14901","6021729629.82454","6393314707.85456","5755457836.01866","6071167584.1951","6387424239.8801","7029215766.46367","6992654019.28876","7486031561.86885","8541668141.26198","8646453099.4124","9816236302.58515","10651180146.531","",
"Thailand","THA","GDP (current US$)","NY.GDP.MKTP.CD","2760750860.62197","3034037810.96795","3308912796.93487","3540403456.55305","3889129942.30769","4388937649.03846","5279230817.30769","5638461442.30769","6081009427.88461","6695336567.30769","7086538437.5","7375000024.03846","8177873151.04224","10838587357.7466","13702998512.4492","14882770593.9796","16985208648.2112","19779312261.3155","24006566636.6855","27371650824.5092","32353514988.7287","34846039193.6131","36589772403.7566","40042798388.4951","41797647775.6238","38900711332.5373","43096773980.8569","50535446554.8769","61667253471.3736","72250748099.9762","85343190719.0107","98234714971.0612","111452746517.655","128889262951.157","146683778959.101","169278916592.843","183035237429.281","150180456565.728","113675596787.738","126669211778.94","126392224253.794","120296476180.402","134300904400.022","152280615245.887","172895685154.658","189318408468.595","221758296021.621","262942621455.053","291382982430.951","281710630187.319","341104766329.17","370818739623.622","397558325278.579","420333654592.547","407339040197.651","401296238228.084","413366349747.508","456356813536.764","506754208404.485","543976691793.886","500461898480.246","506194668789.937","495644697587.661","515906283940.933","526517658841.684","",
"Tajikistan","TJK","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2629395066.27017","2536585365.85366","1908554572.27139","1646623195.15603","1522001205.54551","1231561860.39946","1043654822.33503","921518032.909326","1320199581.52261","1086612290.27171","860541842.263697","1080772551.29433","1221106220.2868","1555318261.4172","2076176869.41089","2312352020.6689","2830213848.6203","3719524540.86193","5161299725.27673","4979472364.4534","5642221099.17704","6522756255.012","7633036903.07634","8448411318.25417","9112605459.32845","8271431485.07484","6992416096.89018","7536402852.85802","7764999999.45362","8300813599.3084","8133963550.65742","8937805347.13963","10713525200.3998","12244169292.7998","14204575548.5536","",
"Turkmenistan","TKM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","2331358819.75954","3010982414.24425","3006988216.55045","3189539641.3171","3208098919.0146","3200539816.0601","3179225948.58114","2561118608.35516","2482228439.71407","2378759975.44506","2450350625.10407","2605689134.49042","2450564100.18292","2904663310.9825","3534772732.39746","4462029108.72349","5977440582.80171","6838351088.46688","8103901996.37024","10276674364.8961","12664165103.1895","19271523178.8079","20214385964.9123","22583157894.7368","29233333333.3333","35164210526.3158","39197543859.6491","43524210526.3158","35799714285.7143","36169428571.4286","37926285714.2857","40765428571.4286","40810067974.509","41509903181.7231","40589905812.0364","42208726137.7192","45894538665.5538","51387209872.2994","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP (current US$)","NY.GDP.MKTP.CD","74399051115.6208","82362832266.3746","86399815744.6584","93844819440.9467","104302526502.261","111946641395.147","123240741042.798","125362127677.747","134361744441.374","149979264961.847","163499670766.647","181794578090.035","204232100660.441","274036287245.746","358182606143.697","374350708856.511","411065254886.087","452376511736.924","541374940142.382","607502561689.17","743795740311.93","852847482696.126","779872014723.552","681554554313.973","715171116848.307","706307698037.013","712610987834.594","765000529871.095","839372117493.825","931218807729.826","1039366593866.68","1123571075717.19","1232562973418.31","1466872751420.96","1715187232056.94","1855934359539.88","2016321456675.89","2212067216181.87","2233347031889.78","2002746501486.27","2214459287709.08","2161359862863.86","1927322085240.2","1960517216397.37","2264876234901.17","2752003821062.2","3234927606207.58","3826959867893.09","4465814702669.79","4176789508119.56","5212616653053.23","5942223639206.5","5999254994806.92","6044625148403.94","6005259453417.89","5068610305411.75","4922090097003.8","5482764267203.12","5347056434773.57","5230554354083.41","4387909128654.57","5118940165028.38","5851879329574.93","6591336702938.76","6776899040059.78","",
"Timor-Leste","TLS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128210142","147713000","187891500","216914400","239040500","262819900","306956900","319972700","325729800","225357600","366924276.517996","477359252.614385","469455490.775238","490439116.183565","440771962.234046","462267954.030558","453792414.597114","542795446.507391","648523571.342018","726937835.848612","881909347.096515","1042534597.52614","1160555039.5788","1395727420.71268","1447535182.8616","1590282371.46446","1640464612.08088","1584878439.93596","1555988614.43594","2032550389.41316","2162619240.86927","3625024341.27346","3208599889.00965","2079767170.22651","1865608515.41321","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","GDP (current US$)","NY.GDP.MKTP.CD","21778972838.6791","22717751213.0451","23127900672.4932","25478894502.4176","28460826047.0234","31555336449.1167","33702284400.0446","37016912903.3721","41567819038.1797","46228188357.884","51929379859.3505","58738170012.5241","66728372393.0197","82296472036.8108","126534190145.74","145360706814.426","179327380809.812","207141478320.287","222362511119.301","276440930291.791","335679627786.219","327781527993.719","366322118691.625","400996279046.08","418884127840.34","450074290280.295","483834373088.306","423609526506.312","410799887019.644","412556844308.039","557461708799.144","377590606309.415","387386092541.322","341578917933.426","359089803644.475","400070200863.339","443484188935.483","462008531395.001","471749357905.258","510969926774.03","573241814244.499","576409813039.634","561355905200.042","620751536900.607","735137864066.946","851999290344.532","991120945693.858","1204180777297.73","1458839080564.83","1410582747670.53","1616377453369.58","1894874707193.34","2040682875800.41","1916908014701.75","1905795277902.52","1766686955969.3","1833719341125.58","1862132539942.56","1861598748076.98","1817220775856.43","1652429826440.19","1921603222007.44","2141649636190.98","2076820247144.99","2189893127426.38","",
"Tonga","TON","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","32506741.7201204","30036416.9619944","34139387.8908849","41567471.6721987","44667002.0120724","53260077.4311091","62242013.3302689","62068161.0711025","60863963.963964","64248354.5414656","60058663.3144773","68195855.6149733","81667133.4546982","106657267.367342","106344854.986095","113563821.577404","132201141.446861","137066290.550071","138489884.393064","195990986.21421","208871665.748682","222100576.345483","214991452.314998","191504892.761394","199208717.501913","204848487.806485","181117230.406546","182764280.828501","202246591.215502","230678011.42199","261823805.433238","292232703.306768","298519623.342085","344438844.333518","312415028.446113","366887374.989696","414143828.494419","471122971.305043","451788498.263614","440997738.014078","437525514.240726","420828262.317922","459976850.268529","493530783.00463","506031238.979937","506571467.895978","519306352.78704","556514555.400882","591139749.44287","","",
"South Asia (IDA & IBRD)","TSA","GDP (current US$)","NY.GDP.MKTP.CD","43270012739.1649","46076379864.3708","49304727903.0606","55539363101.615","63741466508.7532","67970199332.8318","54738691616.6907","60155334542.349","63211416560.9717","69748993757.947","74658791269.593","79443177465.6174","81426298286.7554","97561887957.808","116963620422.229","123400629130.854","117988534885.073","136743438548.561","155039888662.564","173920685619.916","210608299657.661","220616445555.575","226594563448.698","243700817417.399","239973094448.251","263678832418.149","280349120351.568","313355004645.126","334074870363.848","335790574664.33","364740287587.944","314469355543.217","333546277429.535","327009281232.946","377442853701.433","416341940329.578","458508459742.388","484982931205.649","492856423475.407","531825749349.825","544940514563.357","562554379798.02","593707009776.721","694775911444.331","804159915389.764","924419567611.272","1051884831127.45","1342148092012.26","1347380565219.4","1502961023415.75","1869826822189.78","2045738549420.96","2057958207279.98","2111097579998.97","2323062261530.8","2414503392484.38","2679313169377.96","3075955432871.73","3159841615195.07","3318484576527.33","3172770463749.49","3717045071833.11","3930640287773.46","4210302249458.65","4512296631866.31","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP (current US$)","NY.GDP.MKTP.CD","35992821734.5306","37521652879.6641","40553510689.9697","46127211026.221","45891005945.7252","50543636348.1424","54780137858.9382","54842900794.1516","58686298467.8433","66258274672.1411","73998855803.616","76078810558.0095","85727757471.5518","109279758227.601","138641757472.572","152220676931.201","164674481161.533","180959309200.527","202653018739.213","238924186293.265","300099132923.764","404964037903.535","376485492802.867","337927843621.059","301936206027.115","288309829782.492","270239968939.1","302632023546.226","318689570071.268","324390129475.55","379792150457.814","406697201565.697","365899311503.049","369858486527.505","378181617912.501","481078758906.208","537529901697.435","565282701495.442","566816017701.65","404651773356.155","428788505804.802","410936270042.78","449500894158.767","565919936760.318","702843204651.66","836993712579.377","988873289522.059","1145239979455.74","1301030210080.85","1241958752180.26","1469616438039.84","1650955876097.19","1717295733292.83","1825489288568.26","1902908083279.38","1688024093175.49","1531896244777.67","1672127811803.69","1798796101321.48","2045711007848.14","1902392262699.06","2140795804040","2292617010267","2117597425394.64","1979078503991.37","",
"Trinidad and Tobago","TTO","GDP (current US$)","NY.GDP.MKTP.CD","535673252.483535","584964620.921781","619322810.026308","678239329.401676","711897520.256199","736573158.567104","723739857.317023","761981912.42271","758899950","779200000","821850000","896765214.626133","1083391757.89486","1308785430.53591","2042001070.5079","2442669824.56431","2500424955.23006","3138666666.66667","3562333458.33333","4602416625","6235833333.33333","6992083333.33333","8140416666.66667","7763750000","7757083333.33333","7375918367.34694","4794444444.44444","4797777777.77778","4496910569.10569","4323058823.52941","5068000000","5307905882.35294","5439552941.17647","4669491134.2478","4947181645.55221","5329217747.21258","5759570336.11287","5737771523.10148","6043686653.62189","6808982520.75759","8154342116.10311","8824849191.03571","9008298228.60273","11305459802.0683","13280291989.5755","15982389018.4041","18369361094.3886","21641620049.9352","27871587349.5413","19172165225.5015","22157920592.3669","25433007437.1605","27147349937.4689","28560537057.1548","29474180005.1333","26841141793.2143","23624322192.6274","23830750900.6899","23883058083.2171","23477745791.6977","20888515184.2239","24222963262.7213","28341164301.126","25036993423.3664","25633544529.4849","",
"Tunisia","TUN","GDP (current US$)","NY.GDP.MKTP.CD","","866155428.571429","880027733.333333","1026737600","1025866792.15686","991047619.047619","1040952380.95238","1085714285.71429","1214666666.66667","1289904761.90476","1439238095.2381","1685162272.40652","2237556148.51085","2730813385.32624","3545868575.14639","4328965587.53266","4508191942.16081","5109324009.32401","5968460080.1113","7188863903.63675","8744134354.16152","8428445294.08429","8133580051.70251","8350582747.83541","8254541194.82566","8410226052.6114","9017806654.4169","9696715910.70907","10096245762.4352","10101851744.5627","12290568181.8182","13074782608.6957","15496708060.4184","14608335608.1543","15633174304.0905","18030876599.3444","19587161806.7655","20746210353.845","21802893587.126","22943202174.9668","21473528160.7782","22065832448.8623","23141616604.5242","27453902261.4629","31183885241.4396","32272186694.8043","34376664600.5898","38915353866.757","44859439902.2191","43455740497.3061","46206091937.9628","48123325825.0739","47311401812.6733","48685446413.953","50271812920.612","45779494041.9295","44360072680.4476","42163530590.9462","42686504459.801","41905642418.825","42491780918.361","47073234359.1819","44929920092.7955","48205328303.3398","51332285656.5422","",
